"title","username","date","stars","content"
"Poor Things","rgxdzrybr","1 February 2024",NA,"I watched this the other day and my memory of it is mercifully starting to fade from it .They are trying to say it's ultimately feminist it's not. They also make the point it from a male perspective. Well isn't that unique- not! We have had films about women from the male perspective for decades nothing unique in that sense. I know Emma Stone is a producer but that doesn't mean it favors women.Ultimately to me it seemed more like an excuse to make a film ninetieth century pornography/ horror .A lot of the things in this film are simply gross and unnecessary.I would be all for a film about a free spirited woman exploring her sexuality among other things but this wasn't it . I also think it's strange that some think the only reason to dislike the movie is due to the sex and that you must be a prude.The bizarre acting and weird storyline just isn't that interesting. The CGI doesn't make the production values that impressive either."
"Poor Things","MovieCriticOnline","27 February 2024",NA,"There is Terry Gilliam, then there is Tim Burton, then Gaspar Noé and now Yorgos Lanthimos. They all have one thing in common, they make very weird obscure movies. While Gilliam and Burton have been able to create some commercial appeal and a smidge of logical comprehension of their movies, Lanthimos proves there is no such thing here.I have no clue what I just watched or what the purpose of the film was. It seems like an exercise in abstract art laced with gratuitous sexual content, all for, at least to me, served no purpose at all. It was like Edward Scissors hand meets Jim Jarmusch meeting pørnhub.I didn't last more than 20 minutes before I started to skip through this mess.Most of it because it made no sense. How did Bella progress that quickly without aging with her child's brain? She went from barely being able to say one word to speaking normal and then engaging in adult courtship and sexual interactions.I still don't see why this movie was made, nor why it's getting this amount of praise.I would stay away from watching this."
"Poor Things","rachelnstephens","1 January 2024",NA,"Pregnant woman jumps off bridge to escape her sadistic husband. Instead of dying on impact, she's dragged from the water, barely alive by a crazed doctor.The doctor decides that rather than nurse her back to health, he'll do a cesarean, and remove the mother's brain and replace it with her baby's, as her brain must have been bad if she were suicidal.The entire rest of the film is Emma Stone having sex and going full *Tropic Thunder warning* for the entire film. Full frontal nudity of both sexes throughout.The doctor's assistant agrees to marry Emma Stone (baby brain in mother's body) despite the fact she is so mentally handicapped, she can barely walk or form a complete sentence. Nevermind that's a huge breech of the duty of care between a provider and a patient, nevermind that the patient can't consent due to her disability and doesn't know what marriage even is, nevermind it's a LITERAL INFANT in an adult woman's body. Basically it's a one-sided Freaky Friday, except all Emma Stone's character wants to do is have sex non-stop.The doctor's assistant is considered the goog guy in the film, while the audience is tortured with shots of Emma Stone having predators have sex with her and then tire of her as she becomes less infantile. Emma decides to become a bisexual prostitute who then relaces her original sadistic husband's brain with that of a goat after he tries to drug her and have her clitoris removed.What is the message of this film? That without the chains of society, innocent children would do nothing but masterbate or have sex with adults? Emma Stone's character literally masturbates with an apple (!!!) at the dinner table. Why?On top of the egregious filth of a script, it's STEAMPUNK.Seriously, who wrote this script? Josh Duggar? Jimmy Saville?I don't care how nice the filming is or the costumes when this is the story. This is the worst film I've ever seen to completion. FILTH!"
"Poor Things","lbenot","28 December 2023",NA,"A uniquely grotesque Frankensteinian coming-of-age conglomeration of Shakespearean-speak dialog; lavish period settings, scenery and costuming; steam punk inspired machinery; copious use of ultra-wide angle camera lenses; and, apparently the most important ingredient to the script-writer, a frequent shock-value infusion of graphically gratuitous nudity and soft-porn throughout, willingly depicted by actors of all shapes and sizes, not the least of which, our unabashed hope-this-gets-me-an-Oscar starlet. In the end, nothing more than heady snob-bait, and a bizarrely dark and prurient nightmare that ""entertains"" at the same level as the real-time viewing of a multi-car pile-up crash."
"Poor Things","reelreviewsandrecommendations","22 January 2024",NA,"Bella Baxter is a woman with the mind of a child- literally. The product of a Frankensteinesque experiment by eccentric surgeon Godwin Baxter, Bella has spent all her life locked in his mansion, surrounded by his other creations. After Godwin hires medical student Max McCandles to be his assistant, Bella begins to develop, her intelligence increasing rapidly. Craving autonomy and wanting to see the world, Bella decides to travel with Godwin's slick lawyer Duncan Wedderburn, although life outside the mansion proves to be strange and harsh; and Duncan's charm only skin deep.A stylish, off-beat comedy, Yorgos Lanthimos's 'Poor Things' is a witty, original and compelling tale told with verve and panache. Based on the novel of the same name by Alasdair Gray, the film- a fresh approach to the Frankenstein story- is full of Lanthimos's trademark satirical black humour. Examining the nature of identity and exposing the dark, hypocritical heart of Victorian society, Tony McNamara's screenplay works on multiple levels, and his dialogue is consistently hilarious.Culturally relevant, the picture offers a surreal portrait of a woman trying to escape a patriarchal system, embarking on a journey of self-discovery. Bella's awakening- both psychologically and sexually- is a fascinating, funny exploration of agency, desire and identity, as she encounters people and scenarios that challenge her worldview and sense of self. Never pretentious or overly intellectual, the movie is packed with interesting ideas and dark comedy, both gripping and entertaining.Much like 'The Lobster' or 'The Favourite', the movie has a striking visual style, although differs from Lanthimos's previous efforts, which relied on naturalistic settings and minimalistic cinematography. The world he has created is bizarre and evocative, harkening back to the Golden Age of Hollywood through the implementation of sound stages and painted backgrounds. At times, cinematographer Robbie Ryan employs a 16mm, fisheye lens, which distorts perspectives, fostering a sense of disorientation and wonder. He creates a dreamlike atmosphere, while his subtle utilisation of zooms and tracking shots intensifies the astounding artificiality of proceedings.Shona Heath and James Price's production design is intricate and artistic, compounding the absurd inventiveness of the narrative. Furthermore, Zsuzsa Mihalek's set decoration is highly detailed, adding layers of texture and personality to locations. From the eclectic collection of stuffed animals in Godwin's home, to the lavish, decadent costumes and props, Heath, Price and Mihalek's work creates a rich, immersive visual experience. Their work also contributes to the themes at play, creating contrast between the natural and the artificial; the humorous and tragic, which Holly Waddington's striking costume design only compounds.The first film where Lanthimos has utilised an original score, Jerskin Fendrix's music complements the narrative perfectly. Unique and reminiscent of the work of Dutch composer Ernst Reijseger, Fendrix's eerie, emotionally charged melodies make Bella's journey all the more affecting, heightening the humour and drama therein. In addition, Yorgos Mavropsaridis's smooth editing gives the film a consistent pace, adding to its suspense and momentum.Emma Stone stars as Bella, opposite Willem Dafoe as Godwin, Mark Ruffalo as Duncan and Ramy Youssef as Max. Arguably, Stone has never delivered a performance so intense and nuanced. She displays Bella's evolution astutely, totally disappearing inside the character. Handling the physicality of the role masterfully, she is never anything other than believable. One can imagine lesser actresses hamming it up as Bella: Stone delivers a tour-de-force performance, both captivating and compelling.As the seedy, pathetic Duncan, Ruffalo does marvellous work. He is hilariously over-the-top, sharing a great chemistry with Stone. Their scenes together- particularly after they board a cruise ship- are hilarious, thanks to their great working relationship- and McNamara's excellent dialogue. Dafoe is, as always, terrific. He imbues Godwin with a subtle blend of madness, genius and compassion, making the audience both sympathize with, and question, his motives. Youssef also does commendable work as Max, bringing an understated calmness and sincerity to the role.A wildly entertaining black comedy, Yorgos Lanthimos's 'Poor Things' fires on all cylinders. Boasting a strong screenplay from Tony McNamara that deals with themes- such as patriarchy and identity- with verve and style, great, witty dialogue and a stirring score, it impresses on every level. Visually stunning, and featuring a commanding, compelling performance from Emma Stone- as well as impressive work from the likes of Willem Dafoe and Mark Ruffalo- 'Poor Things' is rich entertainment."
"Poor Things","Victor_Santamaria","27 January 2024",NA,"Lack of creativity always focuses on the ""how"" instead of the ""what"". This film is a display of visual attempts to trap you in an absolute lack of well-crafted narrative. And I say visual attempt because it doesn't end up being something that visually makes sense. Everything is poorly developed, from the beginning to the end. There is no intrigue, not even in the end, which would have gave for a lot. The entire film is a spectacle of fireworks that are nothing more than that in order to try to entertain the eye as much as possible in about two and a half hours that seemed eternal, and where I managed to contemplate a worthy escape from the movie theater by first time in my life. I feel sorry for actors like Mr. Dafoe who, although he is spectacular as always, I highly doubt that this film has served him as anything more than making money. I feel sorry for Miss Stone for exposing herself and her skin this way for a movie that isn't worth it. I must be honest in saying that when the movie ended and the credits rolled I paid attention to a beautiful soundtrack as I got up from my seat exhausted.Sorry, but this film reminds me of these people in instagram making tiny sounds with old film cameras that nowbody uses anymore and in a truly nostalgic well recorded process that ends in a photography that do not work for nothing."
"Poor Things","moviedays1","10 January 2024",NA,"Truly, cannot believe why such fine actors like Dafoe, Stone and Ruffalo would have agreed to be cast after reading the debauched script. I am no shrinking violet or prude, but watching endless scenes of mechanical, gratuitous, sensual-less, soft-porn like sex, as well as constant vulgar language, images of warped experimental science, human suffering and animal cruelty, made me feel debased and bewildered as to why anyone would want to see this movie. The trailer gave no idea of how dark and grotesque this film is. My lesson is to study reviews more thoroughly hereon, as I was seriously misguided into thinking this movie would be a magical and quirky odyssey about a women's feminist awakening and empowerment. Quite the contrary, our protagonist Bella, appears to become enslaved to darkness. I clung on in hope that her interest in literature and socialism that spring half way through this movie might turn the plot around and there would be some redemption. But no, the writer kept slugging the audience with more and more horrors and grotesque garbage. Stay away and preserve your dignity."
"Poor Things","awagne-29536","28 December 2023",NA,"Clearly a lot of people enjoyed this grotesque movie, but it wasn't for me. Some of the scenes in it made me feel sick, and maybe they were supposed to, but it seemed unnecessary. Don't even get me started on how pretentious the movie was.I also found this movie very frustrating because the acting was good, the sets and costuming were good, and some scenes used striking cinematography. These things all made me feel like I should've liked the movie, but I don't. It could have been put to much better use.The sex and nudity is beyond gratuitous. I'm usually not bothered by sex scenes in movies, but for this particular film it felt perverted. Maybe the director has a weird fetish.Ultimately, this film made me want to crack my own head open and pour bleach over my brain. It's one of those movies I'd like to block out. I don't think I'll ever watch anything else by Lanthimos."
"Poor Things","Lepidopterous_","8 December 2023",NA,"Every facet of Poor Things is odd, quirky, and unsettling--and intentionally so. This area is a well-known powerhouse for director Yorgos Lanthimos, and perhaps what is most impressive about it is how smartly crafted everything comes together, from the way various shots are framed all the way down to the witty dialogue and expressions moment to moment. Even the music theme is in a frequent pitch-bend, with each twing grating our ears with discomfort like the insidious Midsommar score by Bobby Krlic. This one goes even deeper down the rabbit hole than The Favourite, with hysterical running gags, fisheye lens, mad science, outrageous characters, and stunning set and costume design as if from a lavish Michel Gondry period piece.The story has strong vibes of Voltaire's Candide, as the protagonist, a beautiful, young, naive woman, takes an optimistic dive headfirst into a nightmarish world of men and propriety. Emma Stone is tasked to portray a wide range of mental acuity for her character, given a science fiction aspect of the film's premise (one that becomes less and less shocking the more we explore the world around it). It features peak Willem Dafoe, in a memorable role that just seems written entirely for him, and Mark Ruffalo, who expertly plays one of the more overtly satirical figures in the film. The degree to which these three (and others) commit to and embrace the absurdity of their roles in this world is a big part of why everything works as well as it does.Runtime is 2 hours 21 minutes, yet there is not a dull moment in the film not worth rewatching. You get invested in this wild tale and will not want it to end. It delivers raw, bold, scathing critiques on class, shame, sex, abuse, and dependence--all in impeccably awkward and satirically brilliant form. Like many of his films before it, Poor Things is a robust package of truths about ourselves that are as embarrassing to witness as they are impossible to deny. Yorgos delivers yet another remarkable film of the highest quality. If you've enjoyed his other films, I would not miss this one."
"Poor Things","RayCharles81","28 December 2023",NA,"This has an 8.5 rating currently at this moment and was the only movie on the most popular list above 7 so I checked it out.Most people I can guarantee will not like this. At best, it's an overly artsy movie, but I disagree with even heaping that much praise on it. The best I can say about it is that Emma Stone does do some good work as far as acting, but that's beside the point. What was she thinking here? Almost never does a better known actress do this kind of work; maybe before they get bigger roles when they're unknown, but she's almost two decades into her mainstream career.This is basically truly a 70's soft porn movie akin to Lady Chatterly or something like that you'd see on late night cable back in the nineties. It has that weird 1970's vibe to it. It's one softcore porn scene after another mainly with the exception of the very beginning and one hour of it, weirdly erotic, and excessively unnecessary. For people who have a fetish for that kind of stuff, they might like it. I can't see most people rating this high. It doesn't tick any boxes of entertainment quality, but it may be artsy for people wanting something far out there."
"Poor Things","lbowdls","9 March 2024",NA,"Yes I'm echoing all those who hate this film. I think it's pornographic, exploitative and degrading.And I don't even agree that the acting is hood. Emma Stone should not even have been nominated for an Oscar let alone (I hope she doesn't win it, I'm writing this two days from the Oscars) if she does to me it would be like giving an Academy award to a porn actress. And Mark Rufullo who I usually love in most things and makes good choices. But what the hell was he thinking here? William Defoe is the only one who does a great job here, but again how could he want to be in it?Some say it's beautifully filmed - no it's not - the horrible, strange colors and staging is also very disconcerting.I gave it a couple up from 1 simply due to Defoe and occasional dialogue of insights. But those insights are certainly not feminist!"
