"title","username","date","stars","content"
"The Holdovers","Quinoa1984","30 October 2023",1010,"The Holdovers is, for all of the character dynamics and dysfunction and depression and other things we find out about the leads, mostly with Mr. Hunham and Angus and how their characters over these couple of weeks turn away from the ""Barton"" way of not telling lies (because, well, sometimes context and the moment matter for telling a lie that won't really hurt, maybe), a strangely comforting film to watch. Not for all of that exactly, though what we understand slowly but surely is this is all material for comedy and tragedy in equal measure, but because of the feeling that we get with a filmmaker who is so primed and confident with material that you don't feel like it can go wrong.What is more impressive is that, as enjoyable as the first half is, it is in the ""I like this"" mode as we are introduced to this world and Hunham and Angus and Mary, but it doesn't feel so special. But I should have known Payne and writer David Hemingson were laying down the necessary groundwork for what comes the moment a) the majority of the other supporting characters leave for reasons I don't have to mention here, and b) then the characters go outside the Barton campus grounds on a holiday party and then a ""field trip"" to Boston, you get the sense moment by moment and interaction by interaction it is so sharp and cutting and wise, and one scene in particular makes the jump into ""oh, OK, this is taking off into another level of personal pain and about familial expectations and what will come with in a life measuring up to others - and why that is wrong - and... yeah, it's great"" territory.In other words, it's the kind of film I want to watch again right away simply because now that I know a little more about the characters, I'll want to experience all of the extra textures (its 1970 down to the wood paneling and the car seats), and dig a little more into those absolutely wonderful natural restrained and complete performances - we take Giamatti for granted sometimes and this is a character he should be proud of to craft, lazy-ass eyes and all; Sessa's first role and he is an immediate star; I can't be more sure of anything for the next Oscar's that, if Randolph is nominated, she will win, if nothing else for everything she does at the Christmas party scenes, and a moment looking over some objects in a room later on is so moving - and my comfort is in seeing Payne clearly loving directing this intimate character study where he can show what a comedically observant, quick witted, and heartbreaking story this all is.It's one of the best Christmas movies in several years, embodying many themes and ideals that fit like a 70s wool sweater, and I'm sure the first thing Payne must have thought after reading the script was ""whoa. This is gonna be the best Hal Ashby or Bob Rafelson movie never made... is 'The Last Holdover' too on the nose?"" Even Hunham would give this... a B+ probably (did he ever give As? Shrug)."
"The Holdovers","jjgonzalez-06426","31 October 2023",910,"Quite possibly one of the best Christmas films ever? I first saw Payne & Giamatti's previous film together, ""Sideways"" during my screenwriting training class, and it is one that I would think of for a while. Their new film, ""The Holdovers"", is hilarious, beautifully shot and acted, heartwarming, and has a great sense of grief and joy meshed together. Definitely leaning towards Randolph for Best Supporting Actress; her performance BLEW me away.Overall, I love these films. Light-hearted & comedic while also have a sense of darkness and a lot of heavy emotion to it. Definitely is one of the most heartfelt films of the year."
"The Holdovers","paul-allaer","20 November 2023",810,"As ""The Holdovers"" (2023 release; 133 min.) opens, it's 1970 and we are at the Barton HS boarding school in New England as the Fall semester wraps up. Paul Hunham, a teacher of classical studies and a curmudgeon, gets summoned by the head of school, and is told he will take charge of the 4 or 5 ""holdovers"", students who for one reason or another, cannot go home and need to stay at the boarding school for the entire Christmas break... At this point we are 10 minutes into the movie.Couple of comments: this is the latest from director Alexander Payne (""Sideways"", ""The Descendants""). Here he brings to the big screen what life is like in Fall of 1970 among a group of privileged HS students along with their testy classics teacher and a Black woman who runs the kitchen. On the surface of it all, this looks to be a terrible combination, but as the movie plays out, more and more is revealed. The movie is plot-heavy and I shan't say another word on that. Paul Giamatti, a regular of Payne's prior movie work, brings what I feel is one of his strongest movie roles ever. Da'Vine Joy Randolph is outstanding as the Black kitchen supervisor with a heavy heart. Dominic Sessa is frankly too old (33 in real life) to play the rebellious HS student Angus (17 in the movie), I mean, it's really really obvious. That said, Payne just hits all the right notes in this film, and this resonated with me on so many levels. Despite the serious undertones, there are quite a few funny moments in the movie as well.""The Holdovers"" premiered a few months ago at the Telluride film festival to immediate and widespread critical acclaim. There is good reason why this is currently rated 87% Certified Fresh on Rotten Tomatoes. The movie opened at my local art-house theater here in Cincinnati the weekend before last. The early Sunday evening screening where I saw this at was attended so-so (about 12-15 people). If you are in the mood for a top-notch comedy drama, I'd readily suggest you check this out, and draw your own conclusion."
"The Holdovers","imseeg","14 December 2023",610,"I am big fan of director Alexander Payne (The Descendants, Sideways) and of actor Paul Giamatti in particular. Both have teamed up before with marvellous results, but this movie has got 1 problem that made me only rate it with 6 stars though:The bad:the middle part of this story stretches out too long, with several quite tedious scenes, which could have easily been cut out of it without hurting the storyline. I started watching at my watch half way through several times because of this lack of spark and punch. Such a pity!Fortunately this movie picked up momentum again towards the warmhearted Christmas spirited final, but I still will only award this movie with 6 stars (instead of 7) because I got bored at many moments during the somewhat tedious and long middle part.The story: It's about a young student and his teacher, who both are lonely souls and although they cant stand each other at first, eventually slowly do bond with each other during a Christmas holiday. Acting by Paul Giamatti is masterful (as always), BUT some of the other actors fail to impress me.Not the best of director Alexander Payne's work, but definitely still worth a watch, because it left me in my seat with a smile on my face and a feel good Christmas spirit of caring for one another!"
"The Holdovers","cparousis-30615","1 January 2024",1010,"Sad, poignant, funny, and beautiful are words that best describe this film. If this film doesn't make you feel sone kind of emotion, you are absolutely heartless. You love these characters. You feel for them on every single level. The film itself feels like a film from the 70s. The twists and turns the film takes are wonderful and heartwarming/heartbreaking. Paul Giamatti is excellent as always. This is Dominic Sessa's first film and he does an outstanding job. No crazy special effects or bloated explosions. Just great filmmaking. It's streaming on Peacock. An absolute holiday must. Take the time to watch it. You'll love it."
"The Holdovers","arfdawg-1","26 December 2023",510,"Lots of great reviews here. Many people who have seen Sideways seem to be excited that Giamatti has re-teamed with Payne the director.Of course, the film is in no way related to the other movie, except that both were involved and that Sideways has quite a cult following.Unfortunately this is not my type of movie. I'm not saying it's bad. And I'm not saying anything bad about the people who seem to love it. It's just not for me.It's a character driven movie, which is fine, except I didnt bond with any of the characters. And I found the choice of musical tunes throughout to be annoying at best.So if you like drawn out period piece character driven flicks, you may like this one. I didn't love it, but I could see how some might, hence the ""5"" rating."
"The Holdovers","kevin_robbins","31 December 2023",910,"My wife and I watched The Holdovers (2023) on Peacock last night. The storyline unfolds at a boarding school in Massachusetts during holiday vacation, focusing on the kids with nowhere to go for the holidays and the staff assigned to care for them, who happen to be facing a similar issue. Together, they work to uncover inner demons and find a way to release them, allowing everyone to truly enjoy the holiday season.Directed by Alexander Payne (Sideways), the film stars Paul Giamatti (American Splendor), Da'Vine Joy Randolph (Dolemite is my Name), Dominic Sessa, and Carrie Preston (Claws).This is an exceptionally unique holiday film, offering intriguing settings, characters, and circumstances. All facets are fascinating and worthwhile, with outstanding writing that establishes the storyline and various subplots effectively. The dialogue is absolutely superb, featuring a well-balanced blend of raw emotion, character development, and comedy. The eyebrow-raising conclusion is perfect for the characters' concluding direction.In conclusion, The Holdovers is a unique and captivating character piece that's an absolute must-see. I would score this a 9/10 and strongly recommend it."
"The Holdovers","euroGary","19 October 2023",1010,"One does not expect a Christmas film to be challenging, and this one certainly isn't. But it is a lot of fun.A boys' boarding school empties of almost all staff and pupils for the 1970/1 Festive Season. Left behind are Paul Hunham (Paul Giamatti), the unpopular history teacher who has to keep an eye on the school; Angus Tully (Dominic Sessa), a teenaged pupil whose mother does not want him on her honeymoon; and Mary Lamb (the impressively-named Da'Vine Joy Randolph), the school cook who is facing her first Christmas alone since her son died on military service. As these three lonely souls come together, there are tantrums, emotional revelations, the revealing of long-hidden secrets, a noble sacrifice... the usual stuff.Also the usual stuff are the characters: Paul is cynical and frustrated; Angus is ironic and insecure; and as Mary is overweight and black, she of course has to be sassy.But while in some films such predictability would be annoying, it works here. Within the limits of their somewhat two-dimensional personalities, the characters are well-written - even Angus' tantrums do not seem unreasonable. Plus, there are some great gags (""You hit him? You mean you punched him out?"" ""No, I hit him with a car..."") And I will not be the only viewer who finishes the film with a lump in his throat.Great fun. I can easily see myself buying the DVD and watching this for many Christmases to come..."
"The Holdovers","cherold","31 December 2023",810,"This movie is about a handful of entitled boys who regretfully must stay behind during the Christmas break at their private school and the teacher and cook there to oversee them.It's a funny and affecting movie with excellent performances from the leads, especially Paul giamatti as the prickly teacher.It's a Christmas movie of sorts, since it does take place at Christmas, but it's really more of an anytime of the year film in which you get to see people have adventures and fight and grow and that sort of thing.It's very well filmed, it's very entertaining, and I would recommend you watch it."
"The Holdovers","bastille-852-731547","29 October 2023",610,"Set in December 1970, ""The Holdovers"" follows a small group of students who have to stay on campus over the Christmas break at Barton Academy (a prestigious boarding school in Massachusetts,) alongside a curmudgeonly ancient history teacher (Paul Giamatti.) That sounds like a potentially amusing premise for a breezy comedy-drama, especially when Alexander Payne is directing. Having greatly enjoyed and admired several of Payne's previous films such as ""Sideways,"" ""The Descendants,"" and ""Nebraska,"" I was looking forward to this film. Overall, I found it to be simply fine and not up to par with the level of quality of most of Payne's films. There's nothing too wrong with it by any stretch of the imagination, but it's often generic and forgettable compared to Payne's other films.An indie dramedy like this film would generally be expected to be defined by being character- and writing-driven. Unfortunately, neither the characters nor the writing here are especially unique enough to structure a compelling plot around. Paul (Giamatti's character) is very generic, as is the rebellious student Angus, whose relationship with Paul is a pivotal part of the film. On a better note, Da'Vine Joy Randolph gives a strong and impactful performance as Mary, a cafeteria worker dealing with bereavement; her character is interestingly more dynamic and multi-dimensional than either Paul or Angus. The writing and humor is less unique, funny, or engaging than many of Payne's films, as the attempts at plot devices, character development, and humor often boil down to insult comedy between Paul and Angus--which, ultimately, wears out its welcome a bit, and actually causes a bit of collateral damage in making the film's tone and story feel less sincere. Regardless of the sincerity of the story, another thing that is clear here is that there needed to be a stronger and less predictable core to the plot in order for the film to remain engaging for its 133-minute runtime.The film's retro, 1970s-aesthetic is commendable and helps contribute to the atmosphere of the film, and there still are some sporadic sweet moments of Paul and Mary hanging out around the television and a few decent jokes here and there. So ""The Holdovers"" is a fine enough film, but it won't be a new holiday classic for me. 6/10."
"The Holdovers","RahulM007","31 October 2023",1010,"""Penis cancer in human form.""Alexander Payne's ""The Holdovers"" is a laugh-out-loud comedy strengthened by Paul Giamatti and Dominic Sessa's magnetic performances and their incredible chemistry together. I am in awe by the film's brilliant and inventive screenplay, 70s-style cinematography, slick editing, and great production design. I could watch Paul and Angus bicker for another two hours. Throughout the film, the humour gets more interwoven leading to a crescendo of hilarity. ""The Holdovers"" offers the perfect blend of humor and pathos.*That waitress was so rude for refusing to accept their order of cherries jubilee. She is a fascist and a ""penis cancer in human form"".*The film reminded me of Peter Weir's ""Dead Poets Society"", Milos Forman's ""One Flew Over the Cuckoo's Nest"", and John Hughes' ""The Breakfast Club"" (kind of).Final verdict: 10/10."
"The Holdovers","Avwillfan89","29 November 2023",910,"Finally, Alexander Payne has made a worthy follow up to his (in my opinion at least) masterpiece Sideways.I really related so much to all three of the main characters, who all come from different backgrounds. Paul Giamatti, brilliant in almost anything he does, plays a grumpy, alcoholic, sour professor who does not suffer fools and doesn't cut his privileged students any slack. Dominic Sessa is troubled teen with a dysfunctional family and mental issues. D'Avine Joy Randolf is a grieving mother stuck in a job wanting to make ends meet for her family, by her choice.This movie has great character development, a wholesome story with flawed yet lovable characters you can root for and terrific, funny dialogue. Simple, yet perfect. 9 out of 10."
"The Holdovers","frankde-jong","27 December 2023",910,"I had a lot of associations when I started watching ""The holdovers"".Kids stuck in a school during the Christmas vacation, is that not a little bit like ""The breakfast club"" (1985, John Hughes)? No, because most of the kids go away early in the film and we are left with just one pupil (Angus Tully played by Dominic Sessa) and a teacher (Paul Hunham played by Paul Giamatti).Paul Hunham teaches ancient languages and culture. Does that sounds like the Donna Tartt novel ""The secret history"" (1992)? No, in that novel the pupils are inspired by their teacher. In ""The holdovers"" the teacher is hated.One association that I did not have at all prior to watching the movie may be the most accurate: ""Scent of a woman"" (1992, Martin Brest). Also in this film a high school pupil on an expensive boarding school and a grumpy old man are condemned to each other.Best of all however we can see ""The holdovers"" as the comeback of Alexander Payne after his failed film ""Downsizing"" (2017). The film is situated in 1970 and has a very 70's look and feel, down to the aspect ratio then used. The film also contains very beautiful images of Norteast American landscapes.First of all however the film is about its three main characters. Apart from the two already introduced we have the chief cook of the boarding school Mary Lamb (Da'Vine Joy Randolph). These three people form a sort of substitute family that has to spend the Christmas season together. Each of them has his/her problems but during the film they grow closer to each other, or at least learn to understand each other better.Being a Christmas movie you expect a happy ending and somewhere in the middle of the film this happy ending seems to consist of all the members of the proxy family being on their way towards an unexpected romance. The greatness of the film is that these romances do not materialize fully. The message of the film seems to be that gaining better understanding is a happy enough ending.By the way the film does not shy away from some social criticism. The character of Paul Hunham is meant to be grumpy at first, but to me he was instantly sympathetic when he made the headmaster of the boarding school very clear that in his class wealthy parents could not buy good grades for their sons. Later he says to his pupils (at that stage of the film there are still a couple of them) that they ought to be aware of their privileged status. ""You go to Harvard, poorer boys go to Vietnam"". The Vietnam war plays an important role in the background anyway. The son of the chief cook has died in Vietnam and while visiting a bar in the village nearby the boarding school there is a local boy that lost one of his hands in Vietnam.All in all ""The holdovers"" is a very convincing comeback of Alexander Payne. He made an instant Christmas classic!"
"The Holdovers","210west","14 January 2024",410,"Alexander Payne's 1999 comedy ""Election,"" set in a Midwestern high school, was brilliant, sometimes painful, sometimes hilarious. Best of all (I say this as a onetime high school teacher), it felt refreshingly authentic.""The Holdovers"" is quite the opposite: contrived, predictable, and intended to teach -- you guessed it -- a little lesson in compassion. An hour into it, I realized that it hadn't yet contained a single moment that seemed genuine, much less surprising. Every line of dialogue sounds phony. Characters speak in little announcements, spelling things out for us. Some of the characters -- a couple of menacing townies, for example -- are mere cartoons.Giamatti's protagonist is a wholly artificial creation, designed as if in a screenwriting course to follow the approved character arc -- initially stuffy and unsympathetic to the point of caricature, ultimately vulnerable. Ironically, an early scene between him and the school's headmaster violates what's sometimes regarded as a screenwriting rule: Do NOT, even in the interest of exposition, have people telling each other what they already know. (The by-the-numbers triteness of that conversation -- meant to show us that the instructor is uncompromising and pedantic but possesses old-fashioned integrity, blah blah blah -- put me off from the start.) The scenes between Giamatti and the school's cook -- in which, with the audience in mind, the two provide personal backstories and reveal their inner selves -- are painfully heavy-handed and at times so gooey that I felt sorry for the actress: ""You can't even dream a whole dream, can you?"" she is made to say at one point. ""What are you afraid of?""Yes, I know, everybody seems to love the movie. I could barely stomach it. But do check out ""Election."""
"The Holdovers","bdesdes","30 October 2023",810,"Very enjoyable film with outstanding performances and a wonderful warm vibe accompanied by the Christmas season. It's funny at times, sad at times, and feel-good. It's a story that almost all can relate to and will really touch your heart. It deals with so many themes, but mainly grief, the past, family, and what makes a person who they are. It's also very original and has a great script, cinematography, and soundtrack. I would highly advise to see it in the theaters as well as you really get the 70's vibe and deep moment on the big screen. There aren't many negatives to this film and I would recommend it to most people."
"The Holdovers","aharmas","29 October 2023",1010,"Here is a film that feels and looks like something out of the early seventies. The Holdovers is a strong and warm-hearted piece that gives actors roles with powerful lines, without any reliance on flashy editing and being overwhelmed by special effects.The story is simple three people get stuck for the Christmas holidays in a boarding school. It's cold, lonely, and boring for the parties involved. The adults drink to cope with whatever pressures they live with. The young man resorts to bad behavior and altercations with the teacher in charge.Through the vacation period these people will get to interact and get to know each other, something that will prove to a challenge to say the least. As the story evolves, we get to understand what has made the people who they are. We get to feel their pain and frustration through the very insightful writing of the director.It's a strong film with superb acting by the main leads. They have great chemistry together.Most outstanding is Paul Giamatti who plays the tormented and defensive man with relish and speaks volumes with his eyes.Hope the academy honors his performance as the best the year because no one else so far is coming close."
